image_name,timestamp,cam_x,cam_y,cam_z,heading,pitch,roll
Image_D2_M12_000257.jpeg,1746800659,234872.985,2016683.633,2274.97,-154.284,-84.549,88.281
Image_D2_M12_000258.jpeg,1746800661,234882.316,2016678.742,2274.332,-133.911,-85.314,107.762
Image_D2_M12_000259.jpeg,1746800665,234891.301,2016673.727,2274.053,-93.807,-82.804,132.227
Image_D2_M12_000260.jpeg,1746800669,234892.902,2016664.34,2275.167,2.259,-79.171,156.049
Image_D2_M12_000261.jpeg,1746800671,234887.916,2016654.946,2277.096,1.809,-79.972,154.253
Image_D2_M12_000262.jpeg,1746800673,234883.372,2016645.849,2278.869,4.094,-82.16,157.72
Image_D2_M12_000263.jpeg,1746800676,234878.861,2016636.747,2280.401,2.187,-82.878,159.081
Image_D2_M12_000264.jpeg,1746800679,234881.654,2016627.378,2281.532,-70.191,-86.774,164.734
Image_D2_M12_000265.jpeg,1746800681,234890.671,2016622.03,2281.737,-97.456,-85.419,141.137
Image_D2_M12_000266.jpeg,1746800684,234899.601,2016616.095,2281.638,-116.524,-83.82,116.196
Image_D2_M12_000267.jpeg,1746800686,234908.079,2016609.639,2281.168,-145.099,-82.745,87.546
Image_D2_M12_000268.jpeg,1746800689,234916.735,2016603.476,2280.393,-111.653,-83.416,124.064
Image_D2_M12_000269.jpeg,1746800691,234925.379,2016597.944,2279.817,-161.678,-81.417,75.882
Image_D2_M12_000270.jpeg,1746800692,234934.075,2016592.504,2278.617,-165.114,-82.31,73.444
Image_D2_M12_000271.jpeg,1746800694,234942.825,2016587.442,2277.468,-162.124,-81.317,78.387
Image_D2_M12_000272.jpeg,1746800696,234951.797,2016582.496,2276.215,-151.251,-80.836,88.908
Image_D2_M12_000273.jpeg,1746800698,234960.622,2016577.655,2274.987,-160.091,-81.215,83.948
Image_D2_M12_000274.jpeg,1746800700,234969.746,2016573.372,2273.633,-167.465,-80.239,76.073
Image_D2_M12_000275.jpeg,1746800702,234978.65,2016568.591,2272.191,-174.169,-79.545,65.088
Image_D2_M12_000276.jpeg,1746800705,234987.323,2016563.224,2270.565,-176.797,-79.426,59.858
Image_D2_M12_000277.jpeg,1746800709,234995.904,2016558.147,2268.977,175.437,-79.105,55.504
Image_D2_M12_000278.jpeg,1746800712,235005.016,2016552.766,2267.027,175.912,-75.893,54.978
Image_D2_M12_000279.jpeg,1746800715,235013.885,2016547.503,2264.589,173.347,-73.741,52.915
Image_D2_M12_000280.jpeg,1746800717,235022.802,2016542.419,2261.975,170.679,-75.03,50.664
Image_D2_M12_000281.jpeg,1746800726,235031.364,2016537.577,2259.752,-177.036,-77.252,46.858
Image_D2_M12_000282.jpeg,1746800730,235031.597,2016527.796,2258.441,-130.709,-85.572,24.502
Image_D2_M12_000283.jpeg,1746800732,235026.783,2016518.084,2258.118,-125.98,-87.277,28.294
Image_D2_M12_000284.jpeg,1746800734,235022.416,2016508.427,2258.011,-111.582,-86.451,43.281
Image_D2_M12_000285.jpeg,1746800737,235018.035,2016499.027,2258.124,-85.442,-81.637,65.647
Image_D2_M12_000286.jpeg,1746800741,235013.25,2016489.854,2258.343,-89.955,-80.316,62.498
Image_D2_M12_000287.jpeg,1746800743,235008.36,2016480.932,2258.831,-53.114,-83.746,97.648
Image_D2_M12_000288.jpeg,1746800744,235003.262,2016471.374,2259.668,-55.649,-84.15,95.621
Image_D2_M12_000289.jpeg,1746800746,234997.92,2016461.813,2260.316,-67.911,-86.243,81.119
Image_D2_M12_000290.jpeg,1746800750,234992.821,2016452.939,2260.697,-75.304,-84.455,74.192
Image_D2_M12_000291.jpeg,1746800753,234987.95,2016443.756,2261.013,-89.358,-86.37,65.128
Image_D2_M12_000292.jpeg,1746800755,234983.874,2016434.598,2261.062,-95.749,-87.635,60.844
Image_D2_M12_000293.jpeg,1746800757,234979.735,2016424.828,2261.016,-123.727,-83.553,29.035
Image_D2_M12_000294.jpeg,1746800762,234973.494,2016417.277,2260.857,-51.175,-80.84,59.214
Image_D2_M12_000295.jpeg,1746800765,234962.687,2016417.348,2262.559,0.658,-79.929,77.797
Image_D2_M12_000296.jpeg,1746800766,234952.004,2016419.614,2264.531,-8.83,-79.745,69.155
Image_D2_M12_000297.jpeg,1746800768,234941.913,2016421.478,2266.286,-22.687,-82.339,56.806
Image_D2_M12_000298.jpeg,1746800770,234930.976,2016423.445,2267.57,-40.876,-84.287,35.489
Image_D2_M12_000299.jpeg,1746800771,234921.381,2016426.16,2268.279,-61.979,-84.654,6.952
Image_D2_M12_000300.jpeg,1746800773,234911.18,2016430.804,2268.946,-45.765,-85.933,15.396
Image_D2_M12_000301.jpeg,1746800774,234902.421,2016435.762,2269.59,-37.185,-85.783,21.969
Image_D2_M12_000302.jpeg,1746800775,234893.803,2016440.825,2270.334,-46.903,-84.414,10.763
Image_D2_M12_000303.jpeg,1746800776,234884.988,2016446.363,2271.201,-43.717,-85.271,14.247
Image_D2_M12_000304.jpeg,1746800778,234875.681,2016452.001,2271.978,-66.167,-84.82,-12.029
Image_D2_M12_000305.jpeg,1746800781,234866.89,2016458.064,2272.628,-57.311,-85.389,-0.544
Image_D2_M12_000306.jpeg,1746800783,234858.184,2016463.439,2273.078,-56.08,-84.128,3.159
Image_D2_M12_000307.jpeg,1746800785,234849.188,2016469.087,2274.086,-19.286,-82.001,25.307
Image_D2_M12_000308.jpeg,1746800793,234846.022,2016477.854,2275.505,-4.797,-81.772,-9.287
Image_D2_M12_000309.jpeg,1746800795,234848.963,2016488.063,2277.021,11.923,-81.7,-15.152
Image_D2_M12_000310.jpeg,1746800797,234853.725,2016496.796,2278.403,7.184,-81.667,-23.496
Image_D2_M12_000311.jpeg,1746800798,234858.826,2016505.491,2279.891,11.35,-82.632,-20.434
Image_D2_M12_000312.jpeg,1746800801,234865.511,2016512.754,2281.176,62.038,-82.128,-6.223
Image_D2_M12_000313.jpeg,1746800806,234875.386,2016511.793,2281.029,147.601,-80.666,32.707
Image_D2_M12_000314.jpeg,1746800810,234884.299,2016507.344,2279.891,159.373,-82.164,38.264
Image_D2_M12_000315.jpeg,1746800814,234892.9,2016501.463,2278.862,144.847,-82.481,21.747
Image_D2_M12_000316.jpeg,1746800817,234901.959,2016496.03,2277.92,134.773,-80.724,14.064
Image_D2_M12_000317.jpeg,1746800822,234911.136,2016490.733,2276.995,127.951,-80.654,9.643
Image_D2_M12_000318.jpeg,1746800824,234920.055,2016486.165,2276.04,160.826,-80.074,42.486
Image_D2_M12_000319.jpeg,1746800826,234929.449,2016481.13,2274.335,177.392,-77.33,56.578
Image_D2_M12_000320.jpeg,1746800828,234938.337,2016475.614,2272.178,-178.989,-76.203,58.215
Image_D2_M12_000321.jpeg,1746800832,234946.93,2016470.363,2270.04,175.73,-77.055,56.507
Image_D2_M12_000322.jpeg,1746800835,234956.103,2016465.202,2267.864,171.546,-76.147,52.465
Image_D2_M12_000323.jpeg,1746800837,234964.878,2016460.374,2265.684,176.205,-76.994,55.235
Image_D2_M12_000324.jpeg,1746800839,234973.979,2016454.84,2263.57,-177.493,-78.538,60.84
Image_D2_M12_000325.jpeg,1746800843,234982.761,2016450.064,2261.853,178.497,-80.433,66.004
Image_D2_M12_000326.jpeg,1746800849,234992.415,2016447.375,2260.654,175.953,-81.67,70.023
Image_D2_M12_000327.jpeg,1746800851,235002.422,2016443.37,2259.097,173.736,-78.726,54.732
Image_D2_M12_000328.jpeg,1746800853,235012.08,2016438.227,2257.173,-172.087,-79.321,69.101
Image_D2_M12_000329.jpeg,1746800855,235021.056,2016432.945,2255.515,-177.302,-80.183,61.971
Image_D2_M12_000330.jpeg,1746800858,235029.862,2016428.119,2254.091,-170.763,-80.25,72.372
Image_D2_M12_000331.jpeg,1746800861,235039.408,2016428.114,2252.716,146.896,-81.131,80.748
Image_D2_M12_000332.jpeg,1746800865,235048.578,2016432.47,2251.508,153.774,-79.641,88.228
Image_D2_M12_000333.jpeg,1746800870,235057.711,2016436.639,2249.897,164.106,-78.358,94.81
Image_D2_M12_000334.jpeg,1746800875,235067.58,2016440.42,2248.269,165.81,-83.562,99.571
Image_D2_M12_000335.jpeg,1746800878,235076.529,2016445.51,2247.298,158.359,-82.986,102.176
Image_D2_M12_000336.jpeg,1746800880,235085.431,2016451.293,2246.215,173.909,-82.701,113.563
Image_D2_M12_000337.jpeg,1746800882,235094.107,2016456.613,2245.097,165.244,-82.923,112.442
Image_D2_M12_000338.jpeg,1746800885,235102.376,2016463.437,2244.147,166.224,-84.49,113.299
Image_D2_M12_000339.jpeg,1746800888,235110.723,2016469.248,2243.504,172.709,-86.363,121.106
Image_D2_M12_000340.jpeg,1746800891,235115.98,2016477.975,2243.049,121.405,-85.035,113.028
Image_D2_M12_000341.jpeg,1746800893,235115.77,2016488.53,2242.903,80.065,-84.883,86.483
Image_D2_M12_000342.jpeg,1746800895,235113.518,2016498.51,2243.489,20.273,-82.87,48.548
Image_D2_M12_000343.jpeg,1746800897,235106.843,2016505.588,2245.062,8.889,-80.142,69.99
Image_D2_M12_000344.jpeg,1746800900,235096.667,2016509.03,2246.874,-10.243,-81.973,65.755
Image_D2_M12_000345.jpeg,1746800902,235087.133,2016511.881,2248.255,-23.49,-83.453,39.406
Image_D2_M12_000346.jpeg,1746800905,235081.155,2016519.491,2249.599,8.473,-83.035,8.465
Image_D2_M12_000347.jpeg,1746800908,235084.512,2016528.725,2250.777,37.779,-83.255,4.326
Image_D2_M12_000348.jpeg,1746800911,235090.489,2016537.557,2251.686,56.584,-86.109,23.809
Image_D2_M12_000349.jpeg,1746800913,235096.812,2016545.785,2252.094,70.614,-85.917,22.608
Image_D2_M12_000350.jpeg,1746800915,235104.773,2016552.693,2252.456,49.475,-84.592,0.453
Image_D2_M12_000351.jpeg,1746800917,235112.303,2016560.382,2253.43,30.737,-81.514,0.859
Image_D2_M12_000352.jpeg,1746800919,235114.042,2016569.803,2254.897,13.738,-80.772,34.228
Image_D2_M12_000353.jpeg,1746800922,235107.982,2016577.481,2256.523,7.977,-79.013,57.616
Image_D2_M12_000354.jpeg,1746800925,235100.11,2016584.146,2258.744,7.6,-77.33,56.542
Image_D2_M12_000355.jpeg,1746800927,235092.174,2016591.416,2260.769,22.184,-84.187,67.759
Image_D2_M12_000356.jpeg,1746800929,235084.982,2016598.747,2261.606,63.411,-87.476,105.939
Image_D2_M12_000357.jpeg,1746800932,235078.193,2016606.094,2261.651,141.085,-85.416,-176.628
Image_D2_M12_000358.jpeg,1746800934,235071.242,2016614.211,2261.184,135.572,-85.09,172.674
Image_D2_M12_000359.jpeg,1746800935,235064.999,2016623.347,2260.811,117.739,-84.935,149.572
Image_D2_M12_000360.jpeg,1746800937,235059.417,2016632.154,2260.619,104.125,-84.843,136.485
Image_D2_M12_000361.jpeg,1746800940,235054.395,2016641.038,2260.481,114.569,-81.13,138.621
Image_D2_M12_000362.jpeg,1746800944,235052.898,2016650.747,2259.771,141.229,-78.468,126.898
Image_D2_M12_000363.jpeg,1746800946,235057.224,2016659.706,2258.115,-178.65,-78.365,140.584
Image_D2_M12_000364.jpeg,1746800948,235065.041,2016666.276,2256.388,-161.303,-79.809,146.053
Image_D2_M12_000365.jpeg,1746800951,235070.706,2016674.623,2254.613,166.253,-80.188,158.049
Image_D2_M12_000366.jpeg,1746800953,235067.41,2016684.531,2253.601,107.81,-84.294,149.666
Image_D2_M12_000367.jpeg,1746800955,235059.338,2016691.284,2253.666,71.711,-83.791,130.028
Image_D2_M12_000368.jpeg,1746800957,235049.809,2016696.344,2254.092,91.441,-85.011,154.89
Image_D2_M12_000369.jpeg,1746800959,235040.34,2016701.209,2253.965,127.344,-84.746,-173.498
Image_D2_M12_000370.jpeg,1746800962,235030.555,2016704.35,2253.762,69.049,-80.487,-179.991
Image_D2_M12_000371.jpeg,1746800965,235022.963,2016697.274,2255.353,10.402,-79.449,151.727
Image_D2_M12_000372.jpeg,1746800967,235016.797,2016689.29,2257.313,3.707,-77.367,147.966
Image_D2_M12_000373.jpeg,1746800970,235011.04,2016680.751,2259.832,0.651,-73.002,147.591
Image_D2_M12_000374.jpeg,1746800972,235006.168,2016672.106,2262.894,-15.981,-76.969,134.962
Image_D2_M12_000375.jpeg,1746800977,235006.499,2016662.561,2264.049,-119.833,-85.322,104.531
Image_D2_M12_000376.jpeg,1746800979,235014.884,2016656.85,2263.635,-141.238,-85.556,99.666
Image_D2_M12_000377.jpeg,1746800981,235024.077,2016652.066,2263.184,-150.912,-86.437,94.147
Image_D2_M12_000378.jpeg,1746800984,235033.436,2016647.787,2262.879,-132.558,-85.213,110.427
Image_D2_M12_000379.jpeg,1746800987,235041.197,2016641.545,2262.668,-70.485,-80.825,115.743
Image_D2_M12_000380.jpeg,1746800991,235037.273,2016632.039,2263.806,-30.966,-82.968,113.742
Image_D2_M12_000381.jpeg,1746800993,235030.943,2016622.729,2264.89,-41.712,-83.143,104.542
Image_D2_M12_000382.jpeg,1746800994,235025.418,2016613.703,2265.993,-30.478,-81.873,118.732
Image_D2_M12_000383.jpeg,1746800998,235022.015,2016604.643,2267.338,-92.96,-82.042,104.684
Image_D2_M12_000384.jpeg,1746801002,235028.442,2016597.065,2266.87,-133.169,-82.542,104.056
Image_D2_M12_000385.jpeg,1746801004,235037.388,2016592.193,2265.972,-154.685,-82.994,87.916
Image_D2_M12_000386.jpeg,1746801005,235046.228,2016587.518,2265.002,-162.525,-81.463,78.482
Image_D2_M12_000387.jpeg,1746801009,235054.909,2016582.157,2263.589,-168.27,-80.162,53.682
Image_D2_M12_000388.jpeg,1746801013,235055.277,2016572.556,2262.493,-153.858,-84.856,1.892
Image_D2_M12_000389.jpeg,1746801016,235050.622,2016563.234,2261.898,-139.689,-83.992,11.203
Image_D2_M12_000390.jpeg,1746801018,235045.596,2016554.327,2261.124,-158.174,-82.175,-8.622
Image_D2_M12_000391.jpeg,1746801020,235040.405,2016545.421,2259.972,-137.507,-80.033,10.612
Image_D2_M12_000392.jpeg,1746801025,235040.059,2016536.036,2258.276,-174.638,-74.926,43.661
Image_D2_M12_000393.jpeg,1746801027,235048.14,2016529.875,2255.728,169.196,-75.378,48.002
Image_D2_M12_000394.jpeg,1746801029,235057.224,2016524.927,2253.428,169.37,-76.091,52.846
Image_D2_M12_000395.jpeg,1746801031,235066.19,2016520.672,2251.344,172.486,-77.461,54.182
Image_D2_M12_000396.jpeg,1746801035,235074.079,2016514.568,2249.623,-152.499,-82.738,56.805
Image_D2_M12_000397.jpeg,1746801039,235073.559,2016505.14,2249.412,-7.822,-84.651,144.366
Image_D2_M12_000398.jpeg,1746801042,235068.767,2016496.032,2250.477,-19.064,-84.871,132.384
Image_D2_M12_000399.jpeg,1746801045,235063.593,2016486.636,2251.069,-126.264,-88.536,24.888
Image_D2_M12_000400.jpeg,1746801047,235059.103,2016477.659,2250.968,-126.043,-86.746,28.333
Image_D2_M12_000401.jpeg,1746801052,235052.295,2016470.782,2251.225,-20.943,-82.135,62.548
Image_D2_M12_000402.jpeg,1746801055,235042.687,2016474.338,2252.651,6.942,-82.247,67.364
Image_D2_M12_000403.jpeg,1746801057,235033.519,2016479.974,2254.204,7.993,-81.392,65.968
Image_D2_M12_000404.jpeg,1746801059,235024.427,2016485.607,2255.973,11.972,-79.399,70.595
Image_D2_M12_000405.jpeg,1746801061,235015.501,2016490.771,2258.016,10.092,-79.683,71.775
Image_D2_M12_000406.jpeg,1746801062,235006.582,2016495.493,2259.979,5.372,-77.457,66.927
Image_D2_M12_000407.jpeg,1746801064,234997.384,2016500.643,2262.38,8.658,-77.231,69.025
Image_D2_M12_000408.jpeg,1746801067,234988.44,2016505.651,2264.74,5.687,-76.361,65.752
Image_D2_M12_000409.jpeg,1746801070,234979.73,2016510.606,2267.159,6.798,-75.945,67.599
Image_D2_M12_000410.jpeg,1746801072,234970.122,2016515.771,2269.656,7.383,-77.482,69.764
Image_D2_M12_000411.jpeg,1746801073,234960.665,2016520.597,2272.075,3.161,-76.405,65.425
Image_D2_M12_000412.jpeg,1746801075,234951.68,2016525.352,2274.541,-0.312,-75.649,60.854
Image_D2_M12_000413.jpeg,1746801076,234942.603,2016530.33,2277.103,4.747,-76.001,65.54
Image_D2_M12_000414.jpeg,1746801078,234933.739,2016535.362,2279.54,13.249,-78.118,73.664
Image_D2_M12_000415.jpeg,1746801079,234924.204,2016540.834,2281.751,5.102,-79.772,64.06
Image_D2_M12_000416.jpeg,1746801081,234915.506,2016546.063,2283.492,11.419,-82.834,70.156
Image_D2_M12_000417.jpeg,1746801083,234906.813,2016551.527,2284.655,48,-87.341,103.931
Image_D2_M12_000418.jpeg,1746801087,234898.758,2016557.825,2284.541,162.765,-87.045,-162.736
Image_D2_M12_000419.jpeg,1746801091,234898.392,2016567.194,2284.16,152.341,-86.625,127.823
Image_D2_M12_000420.jpeg,1746801094,234903.427,2016576.364,2283.476,170.487,-83.412,138.02
Image_D2_M12_000421.jpeg,1746801096,234908.926,2016585.185,2282.489,168.829,-82.535,136.633
Image_D2_M12_000422.jpeg,1746801098,234914.614,2016594.176,2281.333,163.256,-81.877,129.703
Image_D2_M12_000423.jpeg,1746801100,234919.973,2016602.613,2280.192,162.373,-81.814,130.921
Image_D2_M12_000424.jpeg,1746801102,234925.469,2016611.882,2278.992,171.391,-82.028,140.444
Image_D2_M12_000425.jpeg,1746801103,234930.884,2016621.449,2277.669,176.56,-82.22,147.446
Image_D2_M12_000426.jpeg,1746801105,234935.793,2016630.623,2276.338,177.013,-80.994,148.441
Image_D2_M12_000427.jpeg,1746801108,234940.892,2016639.412,2274.865,-163.473,-80.662,148.334
Image_D2_M12_000428.jpeg,1746801111,234950.655,2016639.495,2273.977,-123.269,-84.065,118.156
Image_D2_M12_000429.jpeg,1746801113,234959.411,2016634.065,2273.447,-159.087,-84.899,79.704
Image_D2_M12_000430.jpeg,1746801117,234968.354,2016629.152,2272.806,-164.138,-84.922,77.81
Image_D2_M12_000431.jpeg,1746801124,234977.157,2016624.382,2272.138,-166.788,-84.257,75.67
Image_D2_M12_000432.jpeg,1746801126,234986.607,2016619.423,2271.163,-176.057,-83.628,65.076
Image_D2_M12_000433.jpeg,1746801128,234995.349,2016614.611,2270.237,176.523,-83.446,57.704
Image_D2_M12_000434.jpeg,1746801130,235004.693,2016609.667,2269.247,178.912,-83.539,62.2
Image_D2_M12_000435.jpeg,1746801134,235013.998,2016605.064,2268.314,-122.619,-82.226,105.741
Image_D2_M12_000436.jpeg,1746801137,235015.253,2016595.414,2268.854,-3.592,-84.197,148.087
Image_D2_M12_000437.jpeg,1746801139,235010.364,2016586.486,2269.755,-75.521,-86.667,75.905
Image_D2_M12_000438.jpeg,1746801142,235005.37,2016577.017,2269.786,-147.056,-86.167,5.527
Image_D2_M12_000439.jpeg,1746801144,235000.498,2016567.521,2269.387,-136.669,-84.577,14.456
Image_D2_M12_000440.jpeg,1746801147,234995.96,2016558.388,2268.938,-90.801,-80.095,64.657
Image_D2_M12_000441.jpeg,1746801150,234991.409,2016548.74,2269.417,-63.317,-83.187,88.569
Image_D2_M12_000442.jpeg,1746801152,234986.076,2016539.44,2269.773,-136.533,-85.943,12.573
Image_D2_M12_000443.jpeg,1746801154,234980.989,2016530.581,2269.401,-143.626,-86.099,7.503
Image_D2_M12_000444.jpeg,1746801158,234976.254,2016521.565,2269.061,-111.197,-84.641,40.024
Image_D2_M12_000445.jpeg,1746801165,234977.703,2016512.454,2267.822,-166.515,-75.528,63.949
Image_D2_M12_000446.jpeg,1746801168,234985.792,2016506.77,2265.49,-172.387,-74.556,63.929
Image_D2_M12_000447.jpeg,1746801170,234994.334,2016501.371,2263.117,-174.787,-75.713,63.897
Image_D2_M12_000448.jpeg,1746801173,235002.969,2016496.408,2260.838,-178.923,-75.793,62.217
Image_D2_M12_000449.jpeg,1746801176,235011.708,2016491.884,2258.778,-177.74,-78.078,65.171
Image_D2_M12_000450.jpeg,1746801179,235021.061,2016487.183,2256.697,-177.421,-78.242,65.311
Image_D2_M12_000451.jpeg,1746801181,235030.663,2016481.887,2254.766,-178.759,-79.92,59.207
Image_D2_M12_000452.jpeg,1746801183,235039.348,2016476.275,2253.22,-172.968,-80.626,63.62
Image_D2_M12_000453.jpeg,1746801185,235047.799,2016470.754,2251.806,179.587,-80.266,55.26
Image_D2_M12_000454.jpeg,1746801187,235056.092,2016464.531,2250.406,-174.128,-81.293,55.311
Image_D2_M12_000455.jpeg,1746801190,235063.337,2016457.414,2249.153,-155.48,-81.644,59.505
Image_D2_M12_000456.jpeg,1746801193,235067.816,2016448.221,2248.293,-114.749,-83.05,77.408
Image_D2_M12_000457.jpeg,1746801195,235069.911,2016437.492,2248.123,-78.931,-86.445,114.526
Image_D2_M12_000458.jpeg,1746801197,235072.952,2016427.618,2248.507,-34.792,-87.403,165.922
Image_D2_M12_000459.jpeg,1746801198,235076.906,2016418.115,2249.072,-37.902,-86.736,165.522
Image_D2_M12_000460.jpeg,1746801201,235081.109,2016408.854,2249.689,-43.401,-86.387,158.114
Image_D2_M12_000461.jpeg,1746801203,235084.384,2016399.403,2250.337,-23.648,-86.791,172.459
Image_D2_M12_000462.jpeg,1746801207,235085.564,2016389.513,2251.003,13.981,-84.731,175.118
Image_D2_M12_000463.jpeg,1746801210,235079.187,2016382.137,2251.999,16.981,-84.001,150.699
Image_D2_M12_000464.jpeg,1746801213,235073.929,2016373.101,2253.385,-21.966,-80.736,126.362
Image_D2_M12_000465.jpeg,1746801215,235066.153,2016366.623,2254.935,0.468,-82.017,110.115
Image_D2_M12_000466.jpeg,1746801217,235056.279,2016363.724,2256.421,21.365,-81.648,129.891
Image_D2_M12_000467.jpeg,1746801219,235046.972,2016358.637,2258.065,4.515,-80.125,137.958
Image_D2_M12_000468.jpeg,1746801221,235041.147,2016350.458,2260.043,-9.486,-77.797,146.448
Image_D2_M12_000469.jpeg,1746801223,235038.562,2016340.341,2262.213,-18.904,-79.243,159.661
Image_D2_M12_000470.jpeg,1746801225,235038.909,2016329.789,2263.7,-45.617,-82.444,134.162
Image_D2_M12_000471.jpeg,1746801227,235038.791,2016319.684,2264.693,-47.984,-84.094,129.912
Image_D2_M12_000472.jpeg,1746801229,235038.704,2016309.438,2265.509,-40.237,-84.894,138.373
Image_D2_M12_000473.jpeg,1746801232,235036.613,2016299.336,2266.428,-3.863,-83.45,145.121
Image_D2_M12_000474.jpeg,1746801234,235029.554,2016292.203,2267.658,6.721,-83.258,127.433
Image_D2_M12_000475.jpeg,1746801236,235020.576,2016287.521,2268.824,8.413,-84.356,123.974
Image_D2_M12_000476.jpeg,1746801237,235010.52,2016282.728,2270.004,18.699,-83.752,134.094
Image_D2_M12_000477.jpeg,1746801239,235001.122,2016278.205,2271.165,13.611,-83.945,129.073
Image_D2_M12_000478.jpeg,1746801240,234991.585,2016273.445,2272.45,13.549,-82.705,131.688
Image_D2_M12_000479.jpeg,1746801243,234982.786,2016268.05,2273.756,28.275,-86.8,152.14
Image_D2_M12_000480.jpeg,1746801248,234973.481,2016264.736,2274.129,72.058,-88.999,150.87
Image_D2_M12_000481.jpeg,1746801251,234963.897,2016268.066,2274.253,106.078,-88.889,172.509
Image_D2_M12_000482.jpeg,1746801253,234954.553,2016272.442,2274.305,119.763,-88.632,-176.479
Image_D2_M12_000483.jpeg,1746801255,234944.414,2016277.376,2274.311,117.339,-89.105,-179.198
Image_D2_M12_000484.jpeg,1746801256,234934.744,2016282.168,2274.379,105.378,-89.331,168.372
Image_D2_M12_000485.jpeg,1746801257,234925.342,2016286.921,2274.428,81.986,-89.275,144.725
Image_D2_M12_000486.jpeg,1746801258,234915.063,2016292.157,2274.527,98.075,-89.412,160.275
Image_D2_M12_000487.jpeg,1746801260,234904.531,2016297.844,2274.63,82.011,-89.171,141.962
Image_D2_M12_000488.jpeg,1746801261,234894.382,2016303.905,2274.918,35.842,-88.801,93.011
Image_D2_M12_000489.jpeg,1746801262,234885.207,2016309.929,2275.284,-9.199,-88.898,45.719
Image_D2_M12_000490.jpeg,1746801263,234877.031,2016315.703,2275.667,22.669,-88.505,77.03
Image_D2_M12_000491.jpeg,1746801264,234868.899,2016321.534,2276.052,12.038,-88.354,65.119
Image_D2_M12_000492.jpeg,1746801266,234860.244,2016328.068,2276.475,2.346,-88.156,54.278
Image_D2_M12_000493.jpeg,1746801267,234850.976,2016335.26,2276.932,23.08,-88.289,75.293
Image_D2_M12_000494.jpeg,1746801268,234842.964,2016341.471,2277.352,31.017,-87.854,82.589
Image_D2_M12_000495.jpeg,1746801269,234834.936,2016347.781,2277.828,29.657,-87.978,81.15
Image_D2_M12_000496.jpeg,1746801270,234825.736,2016354.973,2278.356,37.693,-87.912,89.801
Image_D2_M12_000497.jpeg,1746801271,234816.9,2016361.815,2278.811,56.484,-88.397,108.142
Image_D2_M12_000498.jpeg,1746801272,234808.732,2016368.214,2279.108,68.77,-88.848,120.424
Image_D2_M12_000499.jpeg,1746801274,234800.747,2016374.415,2279.352,97.028,-88.934,149.208
Image_D2_M12_000500.jpeg,1746801276,234792.832,2016381.07,2279.506,133.054,-89.043,167.616
Image_D2_M12_000501.jpeg,1746801278,234792.319,2016391.266,2279.365,169.622,-85.353,142.444
Image_D2_M12_000502.jpeg,1746801280,234797.987,2016400.066,2278.705,168.407,-85.292,131.634
Image_D2_M12_000503.jpeg,1746801282,234804.323,2016408.705,2277.99,149.826,-84.485,115.418
Image_D2_M12_000504.jpeg,1746801283,234809.915,2016417.459,2277.312,152.583,-84.737,121.258
Image_D2_M12_000505.jpeg,1746801285,234815.272,2016426.752,2276.628,161.027,-85.729,130.856
Image_D2_M12_000506.jpeg,1746801287,234820.526,2016435.594,2276.083,160.716,-84.977,128.318
Image_D2_M12_000507.jpeg,1746801295,234825.853,2016444.452,2275.501,162.64,-85.416,131.077
Image_D2_M12_000508.jpeg,1746801299,234831.073,2016453.326,2274.944,-159.542,-86.162,169.151
Image_D2_M12_000509.jpeg,1746801301,234836.492,2016462.595,2274.577,122.734,-87.807,92.293
Image_D2_M12_000510.jpeg,1746801303,234842.447,2016472.027,2274.799,55.089,-81.895,24.594
Image_D2_M12_000511.jpeg,1746801305,234847.51,2016481.528,2276.098,16.057,-82.693,-10.534
Image_D2_M12_000512.jpeg,1746801307,234851.933,2016490.913,2277.553,3.742,-81.231,-21.555
Image_D2_M12_000513.jpeg,1746801308,234856.553,2016500.144,2279.046,4.517,-82.203,-28.255
Image_D2_M12_000514.jpeg,1746801310,234862.854,2016508.988,2280.545,20.088,-82.308,-15.254
Image_D2_M12_000515.jpeg,1746801312,234868.665,2016517.835,2281.93,12.449,-84.14,-19.849
Image_D2_M12_000516.jpeg,1746801314,234874.244,2016527.178,2282.881,10.3,-86.119,-19.532
Image_D2_M12_000517.jpeg,1746801316,234879.276,2016535.992,2283.642,24.237,-87.329,-6.57
Image_D2_M12_000518.jpeg,1746801319,234884.664,2016544.971,2284.193,43.359,-88.849,12.076
Image_D2_M12_000519.jpeg,1746801323,234889.857,2016553.58,2284.481,111.737,-88.369,80.171
Image_D2_M12_000520.jpeg,1746801329,234895.634,2016562.415,2284.385,169.911,-87.514,137.16
Image_D2_M12_000521.jpeg,1746801331,234901.377,2016571.825,2283.781,166.35,-85.805,135.863
Image_D2_M12_000522.jpeg,1746801332,234906.516,2016580.632,2282.97,167.595,-83.306,136.886
Image_D2_M12_000523.jpeg,1746801333,234912.216,2016590.205,2281.85,163.725,-81.723,132.372
Image_D2_M12_000524.jpeg,1746801335,234918.265,2016600.104,2280.566,162.265,-80.88,130.732
Image_D2_M12_000525.jpeg,1746801336,234923.606,2016609.018,2279.378,171.202,-82.129,139.768
Image_D2_M12_000526.jpeg,1746801337,234928.894,2016617.895,2278.165,172.94,-81.576,142.088
Image_D2_M12_000527.jpeg,1746801339,234934.359,2016627.3,2276.82,177.568,-80.828,147.12
